# Série;Designação da série (PT);Métrica;Unidade de Medida;Período de referência;Valor;Estado
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-07-31;10651.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-08-31;10565.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-09-30;10119.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-10-31;10139.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-11-30;9914.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-12-31;9256.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-01-31;9316.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-02-28;9091.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-03-31;8728;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-04-30;8785.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-05-31;8626.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-06-30;8302.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-07-31;8248.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-08-31;8167;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-09-30;7904.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-10-31;7394.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-11-30;7130.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2018-12-31;5423.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-01-31;5597.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-02-28;5397.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-03-31;5253.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-04-30;5281.0;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-05-31;5192.0;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-06-30;5030.0;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-07-31;4891.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-08-31;4792.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-09-30;4426.0;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-10-31;4275.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-11-30;3567.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2019-12-31;3104.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-01-31;3099.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-02-29;3011.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-03-31;2968.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-04-30;2984.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-05-31;2985.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-06-30;2927.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-07-31;2913.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-08-31;2901.0;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-09-30;2878.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-10-31;2756.0;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-11-30;2717.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2020-12-31;2458.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2021-01-31;2454.2;
